GISS Record,Record,Species name,Country,State / Province,1.1.GISS - Impacts on plants or vegetation - Impact description,Plants_score,Plants_Confidence_level,"1.2.GISS - Impacts on animals through predation, parasitism, or intoxication - Impact description",Animals_score,Animals_Confidence_level,1.3.GISS - Impacts on other species through competition - Impact description,Competition_score,Competition_Confidence_level,1.4.GISS - Impacts on ecosystems - Impact description,Ecosystems_score,Ecosystems_Confidence_level,1.5.GISS -  Impacts through transmission of diseases or parasites to native species - Impact description,Diseases_score,Diseases_Confidence_level,1.6.GISS - Impacts through hybridization - Impact description,Hybridization_score,Hybridization_Confidence_level,2.1.Impacts on agricultural production,Crops_score,Crops_Confidence_level,2.2.Impacts on animal production,Animal.production_score,Animal.production_Confidence_level,2.3.Impacts on forestry production,Forestry_score,Forestry_Confidence_level,2.4.Impacts on human infrastructure and administration,Infrastructure_score,Infrastructure_Confidence_level,2.5.Impacts on human health,Health_score,Health_Confidence_level,Health_type,2.6.Impacts on human social life,Social_score,Social_Confidence_level,GISS - environment,GISS - socioeconomic,GISS- TOTAL Impact,Comments,Methodology queries,Reference Code,Year,Full Reference
576,26,Anoplolepis gracilipes,Seychelles,Bird Island,"The introduced yellow crazy ant or long-legged ant Anoplolepis gracilipes was first reported in Seychelles in 1969 and now occurs on at least nine islands in the Central Seychelles. We describe the yellow crazy ant’s effects on vegetation and invertebrate communities on one of these, Bird Island; in 2000, Anoplolepis (first reported in 1991) occurred there at densities at least 80 times higher than on other islands in the Central Seychelles. They were associated with high densities of coccid scale insects on foliage, especially of the native tree Pisonia grandis, in some instances causing tree death. Yellow crazy ants on Bird Island also significantly affected invertebrate communities on foliage and on the ground, both in terms of taxonomic composition and the density of specific taxa, apparently causing the local exclusion of some invertebrates..... Dead standing trees were only observed on Bird Island, in areas of yellow crazy ant infestation. In Anoplolepis-free areas of Bird Island, and on Cousin, no dead trees were observed, and most living trees showed high values of foliage cover (in Bird Anoplolepis-free and Cousin sites, only 10 and 22% of trees showed less than complete canopy cover). For live trees, there was a significant difference between canopy cover in Bird Anoplolepis-free and Anoplolepis-infested areas (two-sample t-test for difference in mean foliage cover, Bird (Anoplolepis-infested) vs. Bird (Anoplolepis-free): t 5 4.76; P , 0.001). Mean canopy cover for live trees in Bird Anoplolepis-infested areas was 73%, Bird Anoplolepis-free 95% and Cousin 97%. Within the Bird Anoplolepis-infested area, tree death and foliage loss were more common in trees in taller size classes. Only one tree (of 55) in the ,5 m class was dead, compared with 6 (of 21) in the 5–10 m class and 13 (of 39) in the 10 m1 class (Chi-squared test x 5 14.88, P , 0.01). Foliage cover was complete in 46 of 55
2 (2) trees in the ,5 m class, two trees in the 10 m1 class and none of the 10 m1 trees 2
(Chi-squared test x(2) 5 44.63, P , 0.01). There was a significant difference in mean foliage cover of Pisonia with different ant scores (Kruskal–Wallis test, H 5 63.25, df 5 4, P 5 0.001); trees with the highest ant scores (3 and 4) had lower values for foliage cover (Figure 2).",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Hill et al_2003,2003,"Hill M, Holm K, Vel T, Shah NJ, Matyot P. 2003. Impact of the introduced yellow crazy ant Anoplolepis gracilipes on Bird Island, Seychelles. Biodiversity and Conservation 12: 1969–1984."
581,31,Anoplolepis gracilipes,Tokelau,Tokelau,,,,,,,"We observed no significant differences between A. gracilipes invaded and unin- vaded communities, which suggests that the ant is at a level of abundance below which significant negative ecological effects may occur…. Excluding A. gracilipes we collected a total of 19 ant species in our pitfall traps (Table 2), compared to 16 species collected by Abbott et al. (2007). In 2011 species richness per plot ranged from 0 to 8 species (mean ± SE: 3.8 ± 0.7 species in A. gracilipes invaded sites and 3.4 ± 0.7 species in uninvaded sites). Mean abundances of ants other than A. gracil- ipes ranged from 0 to 143 ants per plot (mean ± SE: 30 ± 15.2 ants in A. gracilipes invaded sites and 18 ± 7.8 ants in uninvaded sites). We found no significant relationship between haplotype or A. gracilipes abundance and species richness of the resident ant community in 2011. The generalized linear model with the lowest AICc score included haplotype as a main effect (AICc = 59.01; GLM: estimate = 0.2485, t = 0.608, P = 0.560). The next best fitting models included either A. gracilipes abundance (AICc = 59.10), or haplo- type and A. gracilipes abundance as main effects (AICc = 64.97). In all the models no effects were statistically significant.... Two-dimensional MDS and PERMANOVA+ also revealed no significant differences in ant community composition in 2011 between A. gracili- pes invaded and uninvaded sites (Pseudo F = 1.011,15, P = 0.421) or between haplotypes (Pseudo F = 1.301,8, P = 0.218). The PERMANOVA ? analysis did however, reveal significant differences between ant communities in 2004 and 2011 (Pseudo F = 5.781,32, P\0.001; Fig. 5), which is consistent with a high rate of species turnover. PERMDISP analysis found that dispersions were homogeneous in 2011 between A. gracilipes invaded and uninvaded sites (Pseudo F = 0.6721,15, P = 0.429) and between haplotypes (Pseudo F = 2.441,8, P = 0.214), but there were significant differences in dispersion between ant communities in 2004 and 2011 (Pseudo F = 7.481,32, P = 0.011), which indicates differences between years was specifically owing to differences in dispersion among sites.",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,"in species affected, all ant species sampled - MI and non ML effect for assumed competition and reduction in individual fitness due to presence of invasive species",Gruber et al_2013,2013,"Gruber MAM, Burne AR, Abbott KL, Pierce RJ, Lester PJ. 2013. Population decline but increased distribution of an invasive ant genotype on a Pacific atoll. Biological Invasions 15: 599–612."
600,50,Anoplolepis gracilipes,Australia,Arnhem Land,,,,"In 2006, A. gracilipes and O. smaragdina attacked at least one termite on 82.6% and 77.3% of A. lamprocarpa , respectively ( ? 2 ? 0.20, DF ? 1, p ? 0.655). On E. tetrodonta , A, gracilipes and O. smaragdina attacked at least one termite on 73.9% and 45.5%, respectively ( ? 2 ? 3.84, DF ? 1, p ? 0.051). Th e likelihood that an individual termite would be attacked by the focal ant was explained by the focal ant species, the tree species, the position of the termite on the tree, and their three-way interaction (Fig. 1a, Table 1:1). On A. lampro- carpa likelihood of discovery by a focal ant was greater in A. gracilipes sites and for the lower termites; on E. tetrodonta lower termites were more likely than upper termites to be attacked by either focal ant, but the diff erence was especially great in A. gracilipes sites (Fig. 1a, Table 1:2 – 3).",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Lach & Hoffman_2011,2011,"Lach L, Hoffmann BD. 2011. Are invasive ants better plant-defense mutualists? A comparison of foliage patrolling and herbivory in sites with invasive yellow crazy ants and native weaver ants. Oikos 120: 9–16."
1101,551,Anoplolepis gracilipes,United States,"Kauai, Hawaii, Oahu, Maui, Molokai",,,,"Pheidole megacephala and A. longipes were locally abundant in mesic and dry forests, although native spiders were never found to co-occur with these species.",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Gillespie & Reimer_1993,1993,"Gillespie RG, Reimer N. 1993. The effect of alien predatory ants (Hymenoptera: Formicidae) on Hawaiian endemic spiders (Araneae: Tetragnathidae). Pacific Science 47: 21–33."
619,69,Anoplolepis gracilipes,Tokelau,Atafu,,0,,"""We found six orders of invertebrates in our pitfall traps (Diptera, Isopoda, Araneae, Coleoptera, Blattodea and Psocoptera) and two classes (Diplopoda and Collembola). We also found mites (subclass Acari), which we did not identify to order level. Commuty diversity (H0 and H1) did not differ between the vao and village locations for invertebrates.""",0,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Gruber et al_2018,2018,"Gruber MAM, Pierce RJ, Burne AR, Naseri-Sale L, Lester PJ. 2018. Using community engagement and biodiversity surveys to inform decisions to control invasive species: a case study of yellow crazy ants in Atafu, Tokelau. Pacific Conservation Biology DOI: 10.1071/PC17055"
630,80,Anoplolepis gracilipes,United States,Hawaii,"In Hawaii, we studied the complex interactions between flowers of the endemic tree Metrosideros polymorpha (Myrtaceae) and both, endemic and introduced flower- visiting insects. The former main-pollinators of M. polymorpha were birds, which, however, became rare. We evaluated the pollinator effectiveness of endemic and invasive bees and whether it is affected by the type of resource collected and the presence of ants on flowers. 3. Ants were dominant nectar-consumers that mostly depleted the nectar of visited inflorescences. Accordingly, the visitation frequency, duration, and consequently the pollinator effectiveness of nectar-foraging honeybees (Apis mellifera) strongly decreased on ant-visited flowers, whereas pollen-collecting bees remained largely unaffected by ants. Overall, endemic bees (Hylaeus spp.) were ineffective pollinators. 4. The average net effect of ants on pollination of M. polymorpha was neutral, corresponding to a similar fruit set of ant-visited and ant-free inflorescences. 5. Our results suggest that invasive social hymenopterans that often have negative impacts on the Hawaiian flora and fauna may occasionally provide neutral (ants) or even beneficial net effects (honeybees), especially in the absence of native birds.",0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Junker et al_2010,2010,"Junker RR, Bleil R, Daehler CC, Blüthgen N. 2010. Intra-floral resource partitioning between endemic and invasive flower visitors: Consequences for pollinator effectiveness. Ecological Entomology 35: 760–767."
663,113,Anoplolepis gracilipes,United States,O‘ahu,,,,"We report the effects of ant invasion and subsequent control on burrow-nesting seabirds following the invasion of more than half of a 1.25-ha wedge-tailed shearwater (Ardenna pacifica) colony located on eastern O‘ahu. The number of active seabird burrows in invaded areas dropped from 125 in 2006 to 6 in 2010, with no corresponding decline in active burrows in adjacent, uninvaded areas. Ant control efforts in 2011 reduced ant densities by more than 97% and resulted in a substantial increase in active burrows (43 in 2011). In invaded areas, burrows appeared to be abandoned by adults prior to egg-laying. Chicks surviving in invaded areas exhibited mild to severe developmental abnormalities, and overall had shorter culmens, tarsi and wingchords, smaller eye diameters, and lower weights than chicks outside invaded areas. We conclude that yellow crazy ants constitute a significant, and likely underestimated, risk to ground- nesting seabirds. ",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Plentovich et al_2017,2017,"Plentovich S, Russell T, Fejeran CC. 2017. Yellow crazy ants (Anoplolepis gracilipes) reduce numbers and impede development of a burrow-nesting seabird. Biological Invasions 20: 77–86."
861,311,Anoplolepis gracilipes,United States,"Hawaii, Kauai, Oahu","We hypothesized that native Hawaiian plants lack floral features that exclude ants and therefore would be heavily exploited by introduced, invasive ants. To test this hypothesis, ant-flower interactions involving co-occurring native and introduced plants were observed in 10 sites on three Hawaiian Islands. We quantified the residual interaction strength of each pair of ant plant species as the deviation of the observed interaction frequency from a null-model prediction based on available nectar sugar in a local plant community and local ant activity at sugar baits. As predicted, flowers of plants that are endemic or indigenous to Hawaii were more strongly exploited by ants than flowers of co-occurring introduced plants, which shared an evolutionary history with ants. We also found that the percentage of plant species with ant visited flowers was much higher in Hawaii than in other island and continental systems, even reaching 100% in habitats dominated by endemic species..... Results from a molecular phylogeny imply that floral defenses against ants were convergently lost in native Hawaiian plants. Exploitation of floral nectar by ants may be an important threat to Hawaiian ecosystems, reducing nectar resources available to native flower visitors and potentially reducing the reproductive success of the endangered endemic flora.",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Junker et al_2011,2011,"Junker RR, Daehler CC, Dotterl S, Keller A, Blüthgen N. 2011. Hawaiian ant — flower networks: nectar-thieving ants prefer undefended native over introduced plants with floral defenses. Ecological Monographs 81: 295–311."
644,94,Anoplolepis gracilipes,Samoa,"Upolu, Savaii, Nuutele, Tutuila, Ofu and Olosega ",,,,,,,"Anoplolepis gracilipes was significantly more widely distributed in 2 than in 1962, suggesting that the invasion of A. gracilipes in Samoa progressed. Furthermore, (non-A. gracilipes) ant assemblages differed significa between invaded and uninvaded sites. Anoplolepis gracilipes workers were fo more frequently at nectaries than other plant parts, suggesting that nec resources were important to this species. There was a strong, positive relation between the dominance of EFN-bearing plants in the community and A. gracil abundance on plants, a relationship that co-occurring ants did not display....  Anoplolepis gracilipes did not display any significant relationships with diversity of other non-native ants...... We recorded a total of 21 species of plant-visiting ants during our survey of 35 sites across six islands (Appendix S2). Ten species were native to Samoa and/or the islands of the South Pacific Ocean, while the remaining eleven (including A. gracilipes) were non-native. Two species were only present in sites that were uninvaded by A. gracilipes: the native species Vollenhovia samoensis was only observed in one uninvaded site, while the non-native Plagiolepis alluaudi was only present in four uninvaded sites.... comprised 60% (± 1.20%) of all individuals. The composition of non-A. gracilipes ant assemblages differed between A. gracilipes-invaded and uninvaded sites on the large islands of Upolu and Savaii (two-way crossed ANOSIM, Global r = 0.171, P = 0.037; Fig. 2). However, islands did not significantly differ in species composition (r = 0.039, P = 0.139). Eight ant species contributed to more than 90% of the dissimilarity between A. grari/ipes-invaded and uninvaded sites, and six of these had decreased abundances in A. grari/ípes-invaded sites, relative to uninvaded sites (SIMPER, Table 1).",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Savage et al_2009,2009,"Savage AM, Rudgers JA, Whitney KD. 2009. Elevated dominance of extrafloral nectary-bearing plants is associated with increased abundances of an invasive ant and reduced native ant richness. Diversity and Distributions 15: 751–761."
648,98,Anoplolepis gracilipes,United States,Johnston Island,,,,"the impact of A. gracilipes on nest initiation rates of Red-tailed Tropicbirds (Phaethon rubricauda) was explored. The survey found 90% fewer nest occurred in plots containing A. gracilipes…. The surveys occurred between 22-January and 22-February 2012. A total of 72 P. rubricauda nests (59 with egg; 13 with chicks) were counted in the ant infested plots and a total of 136 nets (98 with eggs; 136 with chicks) were counted in the plots with no A. gracilipes present. The median (M) number of chicks found in the infested plots (M = 0) was significantly fewer than the number counted in the un-infested plots (M = 1.5)(Mann- Whitney U test: U= 245.5; z= -3.02; p = 0.001).... When A. gracilipes was identified for the first time on Johnston Island in January 2010, it had already displaced nearly all ground nesting seabirds within an estimated 50- ha area where there had previously been hundreds of Red-tailed Tropicbird (Phaethon rubricauda) nests. The direct mechanism by which the birds were driven away from their traditional nesting sites appeared to be harassment endured from the constant swarming of ants and, even more severely, the blinding of the birds caused by the formic acid the ants spray. P. rubricauda that were observed to have remained in the infested area over night, presumably attempting to reunite with their mate, were observed to be stressed and agitated with disheveled feathers stained brown from formic acid and nictitating membranes that were completely swollen shut leaving the birds blind. The few observations made of birds attempting to take flight typically resulted in aborted take offs and violent impacts with nearby vegetation which confirmed that birds were unable to see (SJK-personal observation). ",4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Kropidlowski_2014,2014,Kropidlowski SJ. 2014. Investigating the efficacy of commercial baits for the control of Yellow Crazy Ants (Anoplolepis gracilipes) and their impacts on Red-Tailed Tropicbirds (Phaethon rubeicauda).
654,104,Anoplolepis gracilipes,New Caledonia,New Caledonia,,,,,,,"We conducted a systematic baiting survey of 56 sites representing the main New Caledonian habitat types: rainforest on ultramafic soils (15 sites), rainforest on volcano-sedimentary soils (13), maquis shrubland (15), Melaleuca-dominated savannas (11) and Acacia spirorbis thickets (2). We collected a total of 49 species, 13 of which were exotic. Only five sites were free of exotic species, and these were all rainforest. The five most abundant exotic species differed in their habitat association, with Pheidole megacephala associated with rainforests, Brachymyrmex cf. obscurior with savanna, and Wasmannia auropunctata and Nylanderia vaga present in most habitats. Anoplolepis gracilipes occurred primarily in maquis-shrubland, which contrasts with its rainforest affinity elsewhere. Multivariate analysis of overall ant species composition showed strong differentiation of sites according to the distribution of exotic species, and these patterns were maintained at the genus and functional group levels. Native ant composition differed at invaded versus uninvaded rainforest sites, in the absence of differences in habitat variables. Generalised Myrmicinae and Forest Opportunists were particularly affected by invasion.... When excluding exotic species and considering rainforest sites only (n = 23), we found a significant difference in community composition between sites that belonged to the ‘pristine’ group (Group 1) and sites that were dominated by exotic species in the previous analysis (Groups 2 and 3). This was true at the species (ANOSIM global R = 0.53, P<0.01; Fig. 6), genus (ANOSIM global R = 0.70, P<0.001) and functional group (ANOSIM global R = 0.71, P<0.001) levels, and was independent of the substrate type (ANOSIM P>0.05 in all cases). The RELATE procedure revealed no significant relationship between the similarity matrices of ant community composition and of habitat variables (? = 0.07; P = 0.26). SIMPER revealed that Generalized Myrmicinae and Forest Opportunists were the functional groups contributing most (34 and 30% respectively) to the dissimilarity (Table 3).",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,"Dataset overlapping with Berman et al_2013a, different analysis… ",Berman et al_2013b,2013,"Berman M, Andersen AN, Hély C, Gaucherel C. 2013. Overview of the Distribution, Habitat Association and Impact of Exotic Ants on Native Ant Communities in New Caledonia. PLoS ONE 8: 1–9."
